Gene_ID	P1S3	S2S3	P1V2	S2V2
fig|1185660.4.peg.4247	44	47	46	39
fig|1185660.4.peg.4249	42	32	41	61
fig|1185660.4.peg.425	13424	6181	26797	19526
fig|1185660.4.peg.4250	35	30	63	106
fig|1185660.4.peg.4251	36	31	60	99
fig|1185660.4.peg.4256	302	368	608	586
fig|1185660.4.peg.4257	153	211	117	78
fig|1185660.4.peg.4258	46	51	26	30
fig|1185660.4.peg.426	627	409	632	517
fig|1185660.4.peg.4260	2150	1584	3167	3121
fig|1185660.4.peg.4262	201	239	299	320
fig|1185660.4.peg.4263	216	293	247	172
fig|1185660.4.peg.4269	233	289	228	114
fig|1185660.4.peg.4270	626	779	1976	1833
fig|1185660.4.peg.4271	243	253	496	353
fig|1185660.4.peg.4272	238	441	408	315
fig|1185660.4.peg.4273	370	471	371	269
fig|1185660.4.peg.4274	224	263	202	175
fig|1185660.4.peg.4275	93	105	160	206
fig|1185660.4.peg.4276	87	121	62	69
fig|1185660.4.peg.4277	66	89	33	34
fig|1185660.4.peg.4278	46	122	130	103
fig|1185660.4.peg.4279	376	537	722	343
fig|1185660.4.peg.428	127	51	192	225
fig|1185660.4.peg.4280	744	407	1185	710
fig|1185660.4.peg.4281	271	206	321	209
fig|1185660.4.peg.4282	338	397	303	216
fig|1185660.4.peg.4283	273	251	401	279
fig|1185660.4.peg.4285	63	69	53	33
fig|1185660.4.peg.4286	404	544	979	525
fig|1185660.4.peg.4287	189	194	141	120
fig|1185660.4.peg.4288	921	919	781	594
fig|1185660.4.peg.4289	175	383	112	80
fig|1185660.4.peg.429	23	20	45	73
fig|1185660.4.peg.4290	187	297	317	228
fig|1185660.4.peg.4292	263	189	278	197
fig|1185660.4.peg.4294	229	152	247	151
fig|1185660.4.peg.4295	50	68	75	56
fig|1185660.4.peg.4301	130	111	159	135
fig|1185660.4.peg.4302	0	0	0	0
fig|1185660.4.peg.4303	110	231	287	111
fig|1185660.4.peg.4304	2481	3903	13053	6923
fig|1185660.4.peg.4305	431	296	429	317
fig|1185660.4.peg.4306	929	516	806	675
fig|1185660.4.peg.4307	367	299	711	186
fig|1185660.4.peg.4308	136	111	134	104
fig|1185660.4.peg.4309	62	33	43	37
fig|1185660.4.peg.431	55	38	171	173
fig|1185660.4.peg.4310	1579	1016	9171	5815
fig|1185660.4.peg.4313	0	0	0	0
fig|1185660.4.peg.4314	46	64	51	34
fig|1185660.4.peg.4315	53	54	68	57
fig|1185660.4.peg.4317	164	176	149	125
fig|1185660.4.peg.4318	177	212	176	133
fig|1185660.4.peg.4319	14	19	27	17
fig|1185660.4.peg.432	15	9	57	84
fig|1185660.4.peg.4322	0	0	0	0
fig|1185660.4.peg.4324	226	98	143	149
fig|1185660.4.peg.4326	183	281	525	443
fig|1185660.4.peg.4327	133	103	238	190
fig|1185660.4.peg.4328	185	303	183	142
fig|1185660.4.peg.4329	165	351	139	128
fig|1185660.4.peg.433	16	16	31	42
fig|1185660.4.peg.4330	126	234	97	69
fig|1185660.4.peg.4332	320	224	512	363
fig|1185660.4.peg.4335	49	85	52	47
fig|1185660.4.peg.4337	81	289	121	75
fig|1185660.4.peg.4338	49	83	22	22
fig|1185660.4.peg.4339	381	490	338	265
fig|1185660.4.peg.434	12	10	23	37
fig|1185660.4.peg.4340	305	470	231	173
fig|1185660.4.peg.4341	43	49	50	38
fig|1185660.4.peg.4342	116	162	174	137
fig|1185660.4.peg.4343	941	981	1488	959
fig|1185660.4.peg.4344	283	369	622	601
fig|1185660.4.peg.4345	92	136	76	75
fig|1185660.4.peg.4346	19	4	0	0
fig|1185660.4.peg.4349	0	0	0	0
fig|1185660.4.peg.435	11	17	45	78
fig|1185660.4.peg.4350	0	0	0	0
fig|1185660.4.peg.4351	0	0	0	0
fig|1185660.4.peg.4355	0	0	0	0
fig|1185660.4.peg.4356	0	0	0	0
fig|1185660.4.peg.4357	0	0	0	0
fig|1185660.4.peg.4358	0	0	0	0
fig|1185660.4.peg.4359	0	0	0	0
fig|1185660.4.peg.436	13	10	21	28
fig|1185660.4.peg.4360	0	0	0	0
fig|1185660.4.peg.4361	0	0	0	0
fig|1185660.4.peg.4362	0	0	0	0
fig|1185660.4.peg.4363	0	0	0	0
fig|1185660.4.peg.4369	0	0	0	0
fig|1185660.4.peg.437	176	110	358	210
fig|1185660.4.peg.4370	0	0	0	0
fig|1185660.4.peg.4371	0	0	0	0
fig|1185660.4.peg.4372	0	0	0	0
fig|1185660.4.peg.4373	0	0	0	0
fig|1185660.4.peg.4374	0	0	0	0
fig|1185660.4.peg.4377	0	0	0	0
fig|1185660.4.peg.4378	0	0	0	0
fig|1185660.4.peg.4379	0	0	0	0
fig|1185660.4.peg.438	54	53	354	148
fig|1185660.4.peg.4382	0	0	0	0
fig|1185660.4.peg.4383	0	0	0	0
fig|1185660.4.peg.4385	0	0	0	0
fig|1185660.4.peg.4385	161	116	166	86
fig|1185660.4.peg.4386	0	0	0	0
fig|1185660.4.peg.4387	0	0	0	0
fig|1185660.4.peg.4388	0	0	0	0
fig|1185660.4.peg.4389	0	0	0	0
fig|1185660.4.peg.4391	0	0	0	0
fig|1185660.4.peg.4392	0	0	0	0
fig|1185660.4.peg.4393	0	0	0	0
fig|1185660.4.peg.4394	0	0	0	0
fig|1185660.4.peg.4395	0	0	0	0
fig|1185660.4.peg.4396	0	0	0	0
fig|1185660.4.peg.4397	0	0	0	0
fig|1185660.4.peg.4398	0	0	0	0
fig|1185660.4.peg.440	19	17	29	28
fig|1185660.4.peg.4403	343	244	335	285
fig|1185660.4.peg.4408	276	260	341	225
fig|1185660.4.peg.4409	428	468	774	593
fig|1185660.4.peg.441	10	14	32	39
fig|1185660.4.peg.4410	544	517	482	338
fig|1185660.4.peg.4413	11	16	15	18
fig|1185660.4.peg.4414	79	123	110	103
fig|1185660.4.peg.4415	100	84	102	130
fig|1185660.4.peg.4417	29	20	41	26
fig|1185660.4.peg.4418	136	145	282	206
fig|1185660.4.peg.442	20	13	32	36
fig|1185660.4.peg.4420	85	57	160	193
fig|1185660.4.peg.4421	35	25	45	45
fig|1185660.4.peg.4422	27	7	309	288
fig|1185660.4.peg.4423	76	72	82	45
fig|1185660.4.peg.4424	5	13	33	40
fig|1185660.4.peg.4425	16	7	66	90
fig|1185660.4.peg.443	98	45	108	66
fig|1185660.4.peg.4431	4	4	76	24
fig|1185660.4.peg.4432	5	10	111	30
fig|1185660.4.peg.4434	8	7	18	7
fig|1185660.4.peg.4435	2	4	16	9
fig|1185660.4.peg.4437	4	3	49	19
fig|1185660.4.peg.4438	4	6	88	37
fig|1185660.4.peg.4439	2	8	386	156
fig|1185660.4.peg.444	171	73	134	101
fig|1185660.4.peg.444	95	102	75	92
fig|1185660.4.peg.4443	784	512	877	411
fig|1185660.4.peg.4444	386	127	318	237
fig|1185660.4.peg.4445	205	92	194	134
fig|1185660.4.peg.4447	49	40	493	341
fig|1185660.4.peg.4448	164	53	149	107
fig|1185660.4.peg.4449	477	131	391	354
fig|1185660.4.peg.445	145	43	180	129
fig|1185660.4.peg.4450	389	74	506	338
fig|1185660.4.peg.4451	114	56	84	69
fig|1185660.4.peg.4452	11	9	57	114
fig|1185660.4.peg.4453	313	248	395	294
fig|1185660.4.peg.4454	43	14	43	38
fig|1185660.4.peg.4455	117	40	84	61
fig|1185660.4.peg.4456	217	180	34	44
fig|1185660.4.peg.446	21	31	16	23
fig|1185660.4.peg.4460	0	0	0	0
fig|1185660.4.peg.4463	207	171	273	196
fig|1185660.4.peg.4464	421	340	885	556
fig|1185660.4.peg.4466	47	59	119	115
fig|1185660.4.peg.4469	3	6	9	13
fig|1185660.4.peg.447	136	84	151	103
fig|1185660.4.peg.4470	6	8	7	6
fig|1185660.4.peg.4472	5	12	10	16
fig|1185660.4.peg.4473	11	9	11	12
fig|1185660.4.peg.4474	5	6	5	14
fig|1185660.4.peg.4476	334	167	392	295
fig|1185660.4.peg.4477	465	205	838	418
fig|1185660.4.peg.4478	0	0	0	0
fig|1185660.4.peg.4479	3	1	1	1
fig|1185660.4.peg.448	70	36	82	122
fig|1185660.4.peg.4481	16	12	25	18
fig|1185660.4.peg.4482	85	41	139	101
fig|1185660.4.peg.4484	120	172	1143	381
fig|1185660.4.peg.4485	8	6	16	13
fig|1185660.4.peg.4486	1	2	3	4
fig|1185660.4.peg.4487	2	2	2	6
fig|1185660.4.peg.4488	5	4	15	26
fig|1185660.4.peg.4489	5	4	9	13
fig|1185660.4.peg.449	109	50	87	91
fig|1185660.4.peg.449	94	77	68	58
fig|1185660.4.peg.4490	9	6	16	7
fig|1185660.4.peg.4491	3	6	19	38
fig|1185660.4.peg.4492	4	7	24	18
fig|1185660.4.peg.4493	8	10	17	30
fig|1185660.4.peg.4494	6	6	27	35
fig|1185660.4.peg.4495	3	2	5	3
fig|1185660.4.peg.4496	3	8	13	7
fig|1185660.4.peg.4497	5	11	9	15
fig|1185660.4.peg.4498	9	12	18	19
fig|1185660.4.peg.4499	5	4	6	18
fig|1185660.4.peg.45	316	1290	482	382
fig|1185660.4.peg.450	103	73	87	56
fig|1185660.4.peg.4501	7	12	10	8
fig|1185660.4.peg.4502	6	8	19	15
fig|1185660.4.peg.4504	4	6	13	12
fig|1185660.4.peg.4506	7	4	10	14
fig|1185660.4.peg.4507	7	10	15	21
fig|1185660.4.peg.4508	12	14	19	21
fig|1185660.4.peg.451	44	32	46	39
fig|1185660.4.peg.4511	35	40	108	146
fig|1185660.4.peg.4512	74	99	107	145
fig|1185660.4.peg.4515	9	58	292	350
fig|1185660.4.peg.4517	3	6	70	110
fig|1185660.4.peg.4518	5	5	68	79
fig|1185660.4.peg.4519	2	2	35	42
fig|1185660.4.peg.4519	23	15	30	21
fig|1185660.4.peg.452	162	151	198	110
fig|1185660.4.peg.4521	2	1	5	11
fig|1185660.4.peg.4522	3	2	7	15
fig|1185660.4.peg.4523	6	5	7	10
fig|1185660.4.peg.4525	6	10	9	21
fig|1185660.4.peg.4526	2	7	5	15
fig|1185660.4.peg.4527	3	7	5	8
fig|1185660.4.peg.4528	20	18	63	55
fig|1185660.4.peg.453	57	45	59	44
fig|1185660.4.peg.4532	51	36	42	39
fig|1185660.4.peg.4533	37	28	39	35
fig|1185660.4.peg.4534	64	74	47	49
fig|1185660.4.peg.4535	27	72	36	21
fig|1185660.4.peg.4536	17	22	16	14
fig|1185660.4.peg.4537	29	28	26	26
fig|1185660.4.peg.4538	70	40	63	42
fig|1185660.4.peg.4539	3419	1890	4581	2684
fig|1185660.4.peg.454	81	43	91	71
fig|1185660.4.peg.4540	437	131	375	188
fig|1185660.4.peg.4541	794	269	1026	737
fig|1185660.4.peg.4542	4056	2741	8832	4063
fig|1185660.4.peg.4543	42	35	47	40
fig|1185660.4.peg.4544	62	53	43	37
fig|1185660.4.peg.4547	269	210	243	201
fig|1185660.4.peg.4548	56	49	54	53
fig|1185660.4.peg.4549	101	97	148	173
fig|1185660.4.peg.455	135	107	192	151
fig|1185660.4.peg.4551	67	49	84	71
fig|1185660.4.peg.4552	20	14	133	222
fig|1185660.4.peg.4553	3	2	167	205
fig|1185660.4.peg.4554	19	10	107	70
fig|1185660.4.peg.4554	3	2	122	16
fig|1185660.4.peg.4554	4	5	23	10
fig|1185660.4.peg.4554	92	83	125	102
fig|1185660.4.peg.4555	3	4	33	12
fig|1185660.4.peg.4555	8	7	52	63
fig|1185660.4.peg.4555	8	8	28	14
fig|1185660.4.peg.4556	13	8	63	63
fig|1185660.4.peg.4557	15	17	110	96
fig|1185660.4.peg.4558	16	15	39	41
fig|1185660.4.peg.4559	22	21	21	14
fig|1185660.4.peg.456	611	855	1183	1074
fig|1185660.4.peg.4561	89	103	67	54
fig|1185660.4.peg.4562	19	20	66	22
fig|1185660.4.peg.4563	68	38	86	62
fig|1185660.4.peg.4564	59	32	70	76
fig|1185660.4.peg.4565	88	50	69	72
fig|1185660.4.peg.4566	179	116	136	129
fig|1185660.4.peg.4567	900	716	688	390
fig|1185660.4.peg.4569	77	57	61	46
fig|1185660.4.peg.457	2234	1562	3304	1314
fig|1185660.4.peg.4570	9	10	16	26
fig|1185660.4.peg.4572	2889	1654	2947	1930
fig|1185660.4.peg.4573	1983	1065	2067	1614
fig|1185660.4.peg.4574	41	21	26	28
fig|1185660.4.peg.4576	147	126	84	68
fig|1185660.4.peg.4577	414	481	979	524
fig|1185660.4.peg.4578	8	5	2133	214
fig|1185660.4.peg.4579	3	7	666	94
fig|1185660.4.peg.458	62	52	160	72
fig|1185660.4.peg.4580	2	3	442	53
fig|1185660.4.peg.4581	13	32	2032	156
fig|1185660.4.peg.4581	14	23	1420	139
fig|1185660.4.peg.4582	8	13	1110	96
fig|1185660.4.peg.4583	3	3	71	15
fig|1185660.4.peg.4583	4	10	282	37
fig|1185660.4.peg.4583	4	8	246	30
fig|1185660.4.peg.4583	5	9	200	33
fig|1185660.4.peg.4585	0	0	0	0
fig|1185660.4.peg.4586	0	0	0	0
fig|1185660.4.peg.459	203	252	181	112
fig|1185660.4.peg.4590	0	0	0	0
fig|1185660.4.peg.4591	0	0	0	0
fig|1185660.4.peg.46	79	207	140	187
fig|1185660.4.peg.460	3023	1288	4965	2359
fig|1185660.4.peg.461	2869	1287	4376	2332
fig|1185660.4.peg.462	420	359	444	280
fig|1185660.4.peg.463	196	116	781	846
fig|1185660.4.peg.464	1	3	6	5
fig|1185660.4.peg.466	0	0	0	0
fig|1185660.4.peg.467	0	0	0	0
fig|1185660.4.peg.468	166	323	237	100
fig|1185660.4.peg.469	90	64	36	32
fig|1185660.4.peg.47	84	198	291	282
fig|1185660.4.peg.470	115	119	65	59
fig|1185660.4.peg.471	71	57	67	69
fig|1185660.4.peg.473	72	25	48	40
fig|1185660.4.peg.474	292	235	318	217
fig|1185660.4.peg.475	160	310	227	208
fig|1185660.4.peg.478	114	78	79	76
fig|1185660.4.peg.479	54	34	44	43
fig|1185660.4.peg.480	102	72	137	84
fig|1185660.4.peg.481	670	334	777	496
fig|1185660.4.peg.482	5	4	8	8
fig|1185660.4.peg.485	73	61	84	75
fig|1185660.4.peg.486	10	9	7	16
fig|1185660.4.peg.487	37	22	34	26
fig|1185660.4.peg.488	16	11	14	18
fig|1185660.4.peg.489	7	6	10	11
fig|1185660.4.peg.49	388	383	214	281
fig|1185660.4.peg.491	16	12	26	19
fig|1185660.4.peg.493	85	51	62	46
fig|1185660.4.peg.494	43	40	41	31
fig|1185660.4.peg.495	101	104	85	70
fig|1185660.4.peg.496	28	12	21	27
fig|1185660.4.peg.497	0	0	5	0
fig|1185660.4.peg.497	8	4	8	6
fig|1185660.4.peg.498	2	1	4	8
fig|1185660.4.peg.499	2	2	7	6
fig|1185660.4.peg.5	4147	2249	5384	3668
fig|1185660.4.peg.50	216	141	164	186
fig|1185660.4.peg.500	7	5	5	7
fig|1185660.4.peg.501	5	5	6	10
fig|1185660.4.peg.502	3	5	8	7
fig|1185660.4.peg.503	22	15	24	19
fig|1185660.4.peg.505	165	78	423	268
fig|1185660.4.peg.507	7	4	45	26
fig|1185660.4.peg.509	25	23	42	35
fig|1185660.4.peg.51	448	388	304	285
fig|1185660.4.peg.510	34	33	49	40
fig|1185660.4.peg.511	339	252	391	266
fig|1185660.4.peg.512	1229	703	1522	1140
fig|1185660.4.peg.513	606	458	871	593
fig|1185660.4.peg.517	42	53	86	67
fig|1185660.4.peg.518	853	1139	2451	1816
fig|1185660.4.peg.52	1917	1428	1348	1167
fig|1185660.4.peg.520	2612	3420	3313	2149
fig|1185660.4.peg.521	35	35	20	26
fig|1185660.4.peg.523	32	30	30	29
fig|1185660.4.peg.524	49	25	47	37
fig|1185660.4.peg.525	2	2	11	18
fig|1185660.4.peg.526	3	3	17	24
fig|1185660.4.peg.528	9	3	19	34
fig|1185660.4.peg.529	24	24	16	23
fig|1185660.4.peg.530	45	57	48	41
fig|1185660.4.peg.531	5	4	34	13
fig|1185660.4.peg.533	19	9	8	9
fig|1185660.4.peg.534	155	118	180	109
fig|1185660.4.peg.535	20	11	31	33
fig|1185660.4.peg.537	42	95	54	84
fig|1185660.4.peg.538	1250	1537	1540	837
fig|1185660.4.peg.54	117	107	139	116
fig|1185660.4.peg.540	77	84	62	47
fig|1185660.4.peg.541	42	58	38	41
fig|1185660.4.peg.542	63	56	56	47
fig|1185660.4.peg.543	88	63	144	85
fig|1185660.4.peg.544	71	65	64	69
fig|1185660.4.peg.547	28	13	28	27
fig|1185660.4.peg.548	19	14	21	18
fig|1185660.4.peg.549	32	22	39	35
fig|1185660.4.peg.55	49	32	75	136
fig|1185660.4.peg.550	73	35	86	56
fig|1185660.4.peg.551	22	17	29	27
fig|1185660.4.peg.552	9	12	13	16
fig|1185660.4.peg.553	31	103	60	103
fig|1185660.4.peg.554	57	153	86	101
fig|1185660.4.peg.555	18	19	18	19
fig|1185660.4.peg.556	89	72	94	82
fig|1185660.4.peg.557	186	168	145	128
fig|1185660.4.peg.558	17	15	22	21
fig|1185660.4.peg.56	58	53	43	43
fig|1185660.4.peg.561	0	0	0	0
fig|1185660.4.peg.563	4	6	10	12
fig|1185660.4.peg.567	10	11	20	26
fig|1185660.4.peg.569	6	6	11	10
fig|1185660.4.peg.57	18	15	17	24
fig|1185660.4.peg.570	25	22	21	29
fig|1185660.4.peg.571	5	3	10	18
fig|1185660.4.peg.575	13	10	15	27
fig|1185660.4.peg.58	23	14	18	25
fig|1185660.4.peg.580	37	11	35	25
fig|1185660.4.peg.581	80	40	44	22
fig|1185660.4.peg.582	21	16	18	30
fig|1185660.4.peg.584	24	9	42	74
fig|1185660.4.peg.586	27	18	35	28
fig|1185660.4.peg.587	32	26	94	62
fig|1185660.4.peg.588	42	23	47	23
fig|1185660.4.peg.590	37	22	26	17
fig|1185660.4.peg.592	17	19	20	18
fig|1185660.4.peg.593	14	14	23	24
fig|1185660.4.peg.594	2	4	7	14
fig|1185660.4.peg.595	33	31	36	38
fig|1185660.4.peg.596	9	5	14	18
fig|1185660.4.peg.599	38	10	41	39
fig|1185660.4.peg.60	9	5	31	61
fig|1185660.4.peg.600	40	17	32	29
fig|1185660.4.peg.601	19	11	17	25
fig|1185660.4.peg.602	6	5	7	11
fig|1185660.4.peg.603	9	12	16	15
fig|1185660.4.peg.604	58	49	52	52
fig|1185660.4.peg.605	58	46	47	44
fig|1185660.4.peg.607	138	159	132	99
fig|1185660.4.peg.608	102	42	102	52
fig|1185660.4.peg.609	66	45	91	55
fig|1185660.4.peg.611	1	2	8	16
fig|1185660.4.peg.612	61	11	48	28
fig|1185660.4.peg.613	52	32	74	70
fig|1185660.4.peg.614	17	12	27	31
fig|1185660.4.peg.615	136	102	95	92
fig|1185660.4.peg.616	12	15	52	33
fig|1185660.4.peg.618	42	36	139	45
fig|1185660.4.peg.619	66	85	335	210
fig|1185660.4.peg.62	15	15	19	27
fig|1185660.4.peg.622	119	94	125	117
fig|1185660.4.peg.623	70	157	788	647
fig|1185660.4.peg.626	77	55	97	71
fig|1185660.4.peg.628	113	46	117	110
fig|1185660.4.peg.629	42	28	51	48
fig|1185660.4.peg.63	5	5	27	45
fig|1185660.4.peg.630	77	86	78	52
fig|1185660.4.peg.632	8	6	17	15
fig|1185660.4.peg.633	7	8	9	11
fig|1185660.4.peg.634	13	13	13	17
fig|1185660.4.peg.635	10	12	12	12
fig|1185660.4.peg.636	7	4	7	12
fig|1185660.4.peg.637	41	47	57	60
fig|1185660.4.peg.638	8	9	58	70
fig|1185660.4.peg.639	7	11	68	117
fig|1185660.4.peg.64	52	25	46	57
fig|1185660.4.peg.640	10	24	53	82
fig|1185660.4.peg.641	160	193	181	161
fig|1185660.4.peg.642	3	10	6	12
fig|1185660.4.peg.643	12	25	13	19
fig|1185660.4.peg.645	11	16	19	22
fig|1185660.4.peg.647	113	189	100	51
fig|1185660.4.peg.648	6	8	40	192
fig|1185660.4.peg.649	102	95	152	146
fig|1185660.4.peg.65	63	26	57	23
fig|1185660.4.peg.651	32	29	96	111
fig|1185660.4.peg.652	131	74	238	204
fig|1185660.4.peg.653	147	84	126	93
fig|1185660.4.peg.655	148	169	107	80
fig|1185660.4.peg.657	96	119	76	74
fig|1185660.4.peg.658	52	57	87	80
fig|1185660.4.peg.659	345	267	370	305
fig|1185660.4.peg.660	150	115	170	201
fig|1185660.4.peg.661	70	54	83	60
fig|1185660.4.peg.662	60	225	73	90
fig|1185660.4.peg.663	106	361	104	107
fig|1185660.4.peg.664	145	232	225	201
fig|1185660.4.peg.665	83	102	131	124
fig|1185660.4.peg.666	5	9	8	13
fig|1185660.4.peg.668	231	260	243	219
fig|1185660.4.peg.669	64	164	217	184
fig|1185660.4.peg.67	45	49	70	72
fig|1185660.4.peg.670	145	200	168	151
fig|1185660.4.peg.671	163	152	193	139
fig|1185660.4.peg.672	51	48	45	59
fig|1185660.4.peg.673	4	4	6	9
fig|1185660.4.peg.674	3	4	5	6
fig|1185660.4.peg.676	2	4	5	9
fig|1185660.4.peg.677	7	7	9	8
fig|1185660.4.peg.679	43	88	28	21
fig|1185660.4.peg.68	12	11	13	13
fig|1185660.4.peg.680	66	69	70	42
fig|1185660.4.peg.681	536	285	435	217
fig|1185660.4.peg.682	412	179	288	201
fig|1185660.4.peg.684	107	42	58	40
fig|1185660.4.peg.685	64	29	29	29
fig|1185660.4.peg.686	39	23	23	29
fig|1185660.4.peg.69	13	9	17	9
fig|1185660.4.peg.692	7	7	11	16
fig|1185660.4.peg.693	158	66	88	64
fig|1185660.4.peg.694	113	57	90	82
fig|1185660.4.peg.695	398	442	334	272
fig|1185660.4.peg.696	0	0	45	104
fig|1185660.4.peg.696	48	40	113	117
fig|1185660.4.peg.697	120	332	173	117
fig|1185660.4.peg.698	93	196	143	151
fig|1185660.4.peg.699	242	315	253	235
fig|1185660.4.peg.7	78	81	64	37
fig|1185660.4.peg.70	15	12	22	30
fig|1185660.4.peg.701	429	323	441	399
fig|1185660.4.peg.702	120	67	102	70
fig|1185660.4.peg.703	48	35	52	56
fig|1185660.4.peg.704	71	67	126	104
fig|1185660.4.peg.705	257	371	224	178
fig|1185660.4.peg.706	120	112	93	92
fig|1185660.4.peg.707	46	35	47	47
fig|1185660.4.peg.708	30	19	22	25
fig|1185660.4.peg.709	11	20	11	19
fig|1185660.4.peg.71	22	8	35	38
fig|1185660.4.peg.710	11	15	13	22
fig|1185660.4.peg.711	13	21	14	25
fig|1185660.4.peg.711	8	9	8	12
fig|1185660.4.peg.713	51	31	174	347
fig|1185660.4.peg.714	19	16	43	100
fig|1185660.4.peg.715	101	186	229	333
fig|1185660.4.peg.717	24	40	984	2462
fig|1185660.4.peg.718	96	82	118	124
fig|1185660.4.peg.719	90	66	167	157
fig|1185660.4.peg.72	44	26	38	29
fig|1185660.4.peg.720	93	76	129	117
fig|1185660.4.peg.721	108	77	122	91
fig|1185660.4.peg.722	30	24	26	29
fig|1185660.4.peg.723	54	68	71	48
fig|1185660.4.peg.724	32	29	78	81
fig|1185660.4.peg.725	10	8	12	11
fig|1185660.4.peg.727	11	19	13	16
fig|1185660.4.peg.728	2	3	5	9
fig|1185660.4.peg.729	4	4	7	8
fig|1185660.4.peg.73	225	138	316	225
fig|1185660.4.peg.730	1	3	4	11
fig|1185660.4.peg.731	1	2	4	6
fig|1185660.4.peg.732	2	1	4	9
fig|1185660.4.peg.733	1	3	4	6
fig|1185660.4.peg.734	3	2	4	8
fig|1185660.4.peg.735	1	2	4	6
fig|1185660.4.peg.736	4	6	11	16
fig|1185660.4.peg.737	2	3	4	4
fig|1185660.4.peg.738	4	4	10	15
fig|1185660.4.peg.739	4	4	5	9
fig|1185660.4.peg.740	2	1	3	7
fig|1185660.4.peg.741	6	8	10	10
fig|1185660.4.peg.743	109	169	147	90
fig|1185660.4.peg.744	41	71	58	50
fig|1185660.4.peg.745	66	79	84	55
fig|1185660.4.peg.746	57	66	63	54
fig|1185660.4.peg.747	55	47	53	51
fig|1185660.4.peg.748	29	38	55	52
fig|1185660.4.peg.749	22	14	36	37
fig|1185660.4.peg.75	174	157	141	104
fig|1185660.4.peg.751	6	5	24	37
fig|1185660.4.peg.752	5	3	27	37
fig|1185660.4.peg.753	9	9	20	26
fig|1185660.4.peg.754	363	188	313	243
fig|1185660.4.peg.755	1097	837	1098	655
fig|1185660.4.peg.756	539	560	475	292
fig|1185660.4.peg.757	130	178	161	130
fig|1185660.4.peg.758	427	381	299	278
fig|1185660.4.peg.76	34	24	48	70
fig|1185660.4.peg.760	247	168	194	180
fig|1185660.4.peg.762	29	31	25	24
fig|1185660.4.peg.763	48	41	53	54
fig|1185660.4.peg.764	111	110	91	71
fig|1185660.4.peg.765	14	18	16	15
fig|1185660.4.peg.766	96	29	185	107
fig|1185660.4.peg.767	107	48	122	72
fig|1185660.4.peg.768	90	48	141	93
fig|1185660.4.peg.769	80	43	109	59
fig|1185660.4.peg.77	25	149	23	26
fig|1185660.4.peg.770	47	20	201	182
fig|1185660.4.peg.771	403	172	573	311
fig|1185660.4.peg.772	452	253	459	352
fig|1185660.4.peg.773	167	66	257	196
fig|1185660.4.peg.774	119	65	188	129
fig|1185660.4.peg.776	289	224	168	65
fig|1185660.4.peg.777	478	163	575	340
fig|1185660.4.peg.779	357	116	427	269
fig|1185660.4.peg.78	14	17	13	13
fig|1185660.4.peg.780	227	57	337	271
fig|1185660.4.peg.781	66	17	121	79
fig|1185660.4.peg.782	9	6	11	10
fig|1185660.4.peg.784	38	25	98	36
fig|1185660.4.peg.785	12	9	27	17
fig|1185660.4.peg.786	8	6	21	12
fig|1185660.4.peg.787	10	7	24	9
fig|1185660.4.peg.789	29	20	24	15
fig|1185660.4.peg.79	5	6	7	9
fig|1185660.4.peg.790	44	29	45	33
fig|1185660.4.peg.791	58	46	75	54
fig|1185660.4.peg.792	39	32	33	30
fig|1185660.4.peg.793	41	26	46	50
fig|1185660.4.peg.794	133	105	210	83
fig|1185660.4.peg.795	134	113	95	75
fig|1185660.4.peg.797	69	98	220	99
fig|1185660.4.peg.798	26	36	31	43
fig|1185660.4.peg.798	27	55	27	36
fig|1185660.4.peg.799	17	49	26	43
fig|1185660.4.peg.8	109	86	154	90
fig|1185660.4.peg.80	27	23	22	24
fig|1185660.4.peg.800	21	68	44	47
fig|1185660.4.peg.801	16	27	22	26
fig|1185660.4.peg.803	38	29	44	39
fig|1185660.4.peg.804	89	69	163	134
fig|1185660.4.peg.806	31	13	23	26
fig|1185660.4.peg.807	113	32	174	81
fig|1185660.4.peg.809	754	226	930	607
fig|1185660.4.peg.81	37	31	31	25
fig|1185660.4.peg.813	640	346	900	822
fig|1185660.4.peg.814	270	133	222	195
fig|1185660.4.peg.815	247	121	578	299
fig|1185660.4.peg.816	201	116	164	164
fig|1185660.4.peg.817	151	84	135	131
fig|1185660.4.peg.819	116	66	134	109
fig|1185660.4.peg.821	162	89	122	114
fig|1185660.4.peg.822	132	74	143	106
fig|1185660.4.peg.824	122	60	143	112
fig|1185660.4.peg.825	386	229	500	356
fig|1185660.4.peg.826	193	191	302	262
fig|1185660.4.peg.828	325	67	271	136
fig|1185660.4.peg.829	442	377	432	272
fig|1185660.4.peg.83	567	191	517	392
fig|1185660.4.peg.830	153	103	95	65
fig|1185660.4.peg.831	42	48	47	30
fig|1185660.4.peg.832	77	108	70	48
fig|1185660.4.peg.833	76	280	113	63
fig|1185660.4.peg.834	18	24	27	24
fig|1185660.4.peg.836	17	13	56	71
fig|1185660.4.peg.837	8	5	6	11
fig|1185660.4.peg.839	19	9	16	14
fig|1185660.4.peg.84	1108	533	1877	1323
fig|1185660.4.peg.842	49	24	51	38
fig|1185660.4.peg.843	62	34	66	39
fig|1185660.4.peg.844	27	12	30	20
fig|1185660.4.peg.845	12	8	9	12
fig|1185660.4.peg.846	25	15	25	29
